Time(s)	Thrust(kN)	x-CoM(m)	Ixx	Izz	Total_Mass (Mg)
3.50464	8.407982196	1.697210476	0.981999522	173.6307104	0.132399894
3.514425	8.407492991	1.697297616	0.981809664	173.6073433	0.132361922
3.52421	8.407004546	1.697384756	0.981619806	173.5839761	0.132323951
3.533995	8.406516859	1.697471896	0.981429948	173.560609	0.132285979
3.54378	8.40602993	1.697559036	0.98124009	173.5372418	0.132248007
3.553565	8.405543758	1.697646176	0.981050231	173.5138746	0.132210036
3.56335	8.405058344	1.697733316	0.980860373	173.4905075	0.132172064
3.573135	8.404573687	1.697820456	0.980670515	173.4671403	0.132134092
3.58292	8.404089787	1.697907596	0.980480657	173.4437731	0.132096121
3.592705	8.403606642	1.697994736	0.980290799	173.420406	0.132058149
3.60249	8.403124254	1.698081876	0.98010094	173.3970388	0.132020177
3.612275	8.402642622	1.698169016	0.979911082	173.3736716	0.131982206
3.62206	8.402161744	1.698256156	0.979721224	173.3503045	0.131944234
3.631845	8.401681622	1.698343296	0.979531366	173.3269373	0.131906262
3.64163	8.401202254	1.698430436	0.979341508	173.3035701	0.131868291
3.651415	8.40072364	1.698517576	0.979151649	173.280203	0.131830319
3.6612	8.400245781	1.698604716	0.978961791	173.2568358	0.131792347
3.670985	8.399768674	1.698691857	0.978771933	173.2334687	0.131754376
3.68077	8.399292321	1.698778997	0.978582075	173.2101015	0.131716404
3.690555	8.39881672	1.698866137	0.978392216	173.1867343	0.131678432
3.70034	8.398341872	1.698953277	0.978202358	173.1633672	0.131640461
3.710125	8.397867776	1.699040417	0.9780125	173.14	0.131602489
3.71991	8.397394432	1.699127557	0.977822642	173.1166328	0.131564517
3.729695	8.396921838	1.699214697	0.977632784	173.0932657	0.131526546
3.73948	8.396449996	1.699301837	0.977442925	173.0698985	0.131488574
3.749265	8.395978904	1.699388977	0.977253067	173.0465313	0.131450602
3.75905	8.395508562	1.699476117	0.977063209	173.0231642	0.131412631
3.768835	8.395038969	1.699563257	0.976873351	172.999797	0.131374659
3.77862	8.394570126	1.699650397	0.976683493	172.9764299	0.131336687
3.788405	8.394102032	1.699737537	0.976493634	172.9530627	0.131298716
3.79819	8.393634686	1.699824677	0.976303776	172.9296955	0.131260744
3.807975	8.393168089	1.699911817	0.976113918	172.9063284	0.131222772
3.81776	8.392702239	1.699998957	0.97592406	172.8829612	0.131184801
3.827545	8.392237136	1.700086097	0.975734202	172.859594	0.131146829
3.83733	8.39177278	1.700173237	0.975544343	172.8362269	0.131108857
3.847115	8.391309171	1.700260377	0.975354485	172.8128597	0.131070886
3.8569	8.390846308	1.700347517	0.975164627	172.7894925	0.131032914
3.866685	8.39038419	1.700434658	0.974974769	172.7661254	0.130994942
3.87647	8.389922818	1.700521798	0.97478491	172.7427582	0.130956971
3.886255	8.389462191	1.700608938	0.974595052	172.719391	0.130918999
3.89604	8.389002308	1.700696078	0.974405194	172.6960239	0.130881027
3.905825	8.38854317	1.700783218	0.974215336	172.6726567	0.130843056
3.91561	8.388084775	1.700870358	0.974025478	172.6492896	0.130805084
3.925395	8.387627123	1.700957498	0.973835619	172.6259224	0.130767112
3.93518	8.387170214	1.701044638	0.973645761	172.6025552	0.130729141
3.944965	8.386714048	1.701131778	0.973455903	172.5791881	0.130691169
3.95475	8.386258624	1.701218918	0.973266045	172.5558209	0.130653197
3.964535	8.385803941	1.701306058	0.973076187	172.5324537	0.130615226
3.97432	8.38535	1.701393198	0.972886328	172.5090866	0.130577254
3.984105	8.3848968	1.701480338	0.97269647	172.4857194	0.130539282
3.99389	8.38444434	1.701567478	0.972506612	172.4623522	0.130501311
4.003675	8.384017463	1.701654618	0.972316754	172.4389851	0.130463339
4.01346	8.38363263	1.701741758	0.972126896	172.4156179	0.130425367
4.023245	8.383248536	1.701828898	0.971937037	172.3922507	0.130387396
4.03303	8.382865181	1.701916038	0.971747179	172.3688836	0.130349424
4.042815	8.382482565	1.702003178	0.971557321	172.3455164	0.130311452
4.0526	8.382100687	1.702090318	0.971367463	172.3221493	0.13027348
4.062385	8.381719546	1.702177459	0.971177605	172.2987821	0.130235509
4.07217	8.381339143	1.702264599	0.970987746	172.2754149	0.130197537
4.081955	8.380959477	1.702351739	0.970797888	172.2520478	0.130159565
4.09174	8.380580548	1.702438879	0.97060803	172.2286806	0.130121594
4.101525	8.380202355	1.702526019	0.970418172	172.2053134	0.130083622
4.11131	8.379824898	1.702613159	0.970228313	172.1819463	0.13004565
4.121095	8.379448177	1.702700299	0.970038455	172.1585791	0.130007679
4.13088	8.379072191	1.702787439	0.969848597	172.1352119	0.129969707
4.140665	8.378696939	1.702874579	0.969658739	172.1118448	0.129931735
4.15045	8.378322422	1.702961719	0.969468881	172.0884776	0.129893764
4.160235	8.377948639	1.703048859	0.969279022	172.0651104	0.129855792
4.17002	8.377575589	1.703135999	0.969089164	172.0417433	0.12981782
4.179805	8.377203273	1.703223139	0.968899306	172.0183761	0.129779849
4.18959	8.376831689	1.703310279	0.968709448	171.995009	0.129741877
4.199375	8.376460838	1.703397419	0.96851959	171.9716418	0.129703905
4.20916	8.376090718	1.703484559	0.968329731	171.9482746	0.129665934
4.218945	8.375721331	1.703571699	0.968139873	171.9249075	0.129627962
4.22873	8.375352674	1.703658839	0.967950015	171.9015403	0.12958999
4.238515	8.374984748	1.703745979	0.967760157	171.8781731	0.129552019
4.2483	8.374617553	1.703833119	0.967570299	171.854806	0.129514047
4.258085	8.374251088	1.70392026	0.96738044	171.8314388	0.129476075
4.26787	8.373885352	1.7040074	0.967190582	171.8080716	0.129438104
4.277655	8.373520345	1.70409454	0.967000724	171.7847045	0.129400132
4.28744	8.373156067	1.70418168	0.966810866	171.7613373	0.12936216
4.297225	8.372792517	1.70426882	0.966621008	171.7379701	0.129324189
4.30701	8.372429695	1.70435596	0.966431149	171.714603	0.129286217
4.316795	8.3720676	1.7044431	0.966241291	171.6912358	0.129248245
4.32658	8.371706232	1.70453024	0.966051433	171.6678687	0.129210274
4.336365	8.371345591	1.70461738	0.965861575	171.6445015	0.129172302
4.34615	8.370985675	1.70470452	0.965671716	171.6211343	0.12913433
4.355935	8.370626485	1.70479166	0.965481858	171.5977672	0.129096359
4.36572	8.370268021	1.7048788	0.965292	171.5744	0.129058387
4.375505	8.369910281	1.70496594	0.965102142	171.5510328	0.129020415
4.38529	8.369553265	1.70505308	0.964912284	171.5276657	0.128982444
4.395075	8.369196973	1.70514022	0.964722425	171.5042985	0.128944472
4.40486	8.368841405	1.70522736	0.964532567	171.4809313	0.1289065
4.414645	8.368486559	1.7053145	0.964342709	171.4575642	0.128868529
4.42443	8.368132435	1.70540164	0.964152851	171.434197	0.128830557
4.434215	8.367779034	1.70548878	0.963962993	171.4108299	0.128792585
4.444	8.367426354	1.70557592	0.963773134	171.3874627	0.128754614
4.453785	8.367074395	1.70566306	0.963583276	171.3640955	0.128716642
4.46357	8.366723156	1.705750201	0.963393418	171.3407284	0.12867867
4.473355	8.366372637	1.705837341	0.96320356	171.3173612	0.128640699
4.48314	8.366022838	1.705924481	0.963013702	171.293994	0.128602727
4.492925	8.365673759	1.706011621	0.962823843	171.2706269	0.128564755
4.50271	8.365340953	1.706098761	0.962633985	171.2472597	0.128526784
4.512495	8.365049475	1.706185901	0.962444127	171.2238925	0.128488812
4.52228	8.364758716	1.706273041	0.962254269	171.2005254	0.12845084
4.532065	8.364468673	1.706360181	0.96206441	171.1771582	0.128412869
4.54185	8.364179348	1.706447321	0.961874552	171.153791	0.128374897
4.551635	8.363890738	1.706534461	0.961684694	171.1304239	0.128336925
4.56142	8.363602845	1.706621601	0.961494836	171.1070567	0.128298954
4.571205	8.363315667	1.706708741	0.961304978	171.0836896	0.128260982
4.58099	8.363029204	1.706795881	0.961115119	171.0603224	0.12822301
4.590775	8.362743455	1.706883021	0.960925261	171.0369552	0.128185039
4.60056	8.36245842	1.706970161	0.960735403	171.0135881	0.128147067
4.610345	8.362174099	1.707057301	0.960545545	170.9902209	0.128109095
4.62013	8.361890491	1.707144441	0.960355687	170.9668537	0.128071124
4.629915	8.361607595	1.707231581	0.960165828	170.9434866	0.128033152
4.6397	8.361325412	1.707318721	0.95997597	170.9201194	0.12799518
4.649485	8.36104394	1.707405861	0.959786112	170.8967522	0.127957209
4.65927	8.36076318	1.707493002	0.959596254	170.8733851	0.127919237
4.669055	8.36048313	1.707580142	0.959406396	170.8500179	0.127881265
4.67884	8.36020379	1.707667282	0.959216537	170.8266507	0.127843294
4.688625	8.359925161	1.707754422	0.959026679	170.8032836	0.127805322
4.69841	8.359647241	1.707841562	0.958836821	170.7799164	0.12776735
4.708195	8.35937003	1.707928702	0.958646963	170.7565493	0.127729379
4.71798	8.359093527	1.708015842	0.958457105	170.7331821	0.127691407
4.727765	8.358817732	1.708102982	0.958267246	170.7098149	0.127653435
4.73755	8.358542645	1.708190122	0.958077388	170.6864478	0.127615464
4.747335	8.358268265	1.708277262	0.95788753	170.6630806	0.127577492
4.75712	8.357994592	1.708364402	0.957697672	170.6397134	0.12753952
4.766905	8.357721625	1.708451542	0.957507813	170.6163463	0.127501549
4.77669	8.357449363	1.708538682	0.957317955	170.5929791	0.127463577
4.786475	8.357177807	1.708625822	0.957128097	170.5696119	0.127425605
4.79626	8.356906956	1.708712962	0.956938239	170.5462448	0.127387633
4.806045	8.356636809	1.708800102	0.956748381	170.5228776	0.127349662
4.81583	8.356367365	1.708887242	0.956558522	170.4995104	0.12731169
4.825615	8.356098625	1.708974382	0.956368664	170.4761433	0.127273718
4.8354	8.355830588	1.709061522	0.956178806	170.4527761	0.127235747
4.845185	8.355563253	1.709148662	0.955988948	170.429409	0.127197775
4.85497	8.35529662	1.709235803	0.95579909	170.4060418	0.127159803
4.864755	8.355030689	1.709322943	0.955609231	170.3826746	0.127121832
4.87454	8.354765458	1.709410083	0.955419373	170.3593075	0.12708386
4.884325	8.354500928	1.709497223	0.955229515	170.3359403	0.127045888
4.89411	8.354237098	1.709584363	0.955039657	170.3125731	0.127007917
4.903895	8.353973967	1.709671503	0.954849799	170.289206	0.126969945
4.91368	8.353711535	1.709758643	0.95465994	170.2658388	0.126931973
4.923465	8.353449801	1.709845783	0.954470082	170.2424716	0.126894002
4.93325	8.353188766	1.709932923	0.954280224	170.2191045	0.12685603
4.943035	8.352928427	1.710020063	0.954090366	170.1957373	0.126818058
4.95282	8.352668786	1.710107203	0.953900508	170.1723701	0.126780087
4.962605	8.352409841	1.710194343	0.953710649	170.149003	0.126742115
4.97239	8.352151592	1.710281483	0.953520791	170.1256358	0.126704143
4.982175	8.351894038	1.710368623	0.953330933	170.1022687	0.126666172
4.99196	8.351637179	1.710455763	0.953141075	170.0789015	0.1266282
5.001745	8.351389599	1.710542903	0.952951216	170.0555343	0.126590228
5.01153	8.35118227	1.710630043	0.952761358	170.0321672	0.126552257
5.021315	8.350975634	1.710717183	0.9525715	170.0088	0.126514285
5.0311	8.350769691	1.710804323	0.952381642	169.9854328	0.126476313
5.040885	8.35056444	1.710891463	0.952191784	169.9620657	0.126438342
5.05067	8.350359881	1.710978604	0.952001925	169.9386985	0.12640037
5.060455	8.350156013	1.711065744	0.951812067	169.9153313	0.126362398
5.07024	8.349952835	1.711152884	0.951622209	169.8919642	0.126324427
5.080025	8.349750348	1.711240024	0.951432351	169.868597	0.126286455
5.08981	8.34954855	1.711327164	0.951242493	169.8452299	0.126248483
5.099595	8.349347441	1.711414304	0.951052634	169.8218627	0.126210512
5.10938	8.349147021	1.711501444	0.950862776	169.7984955	0.12617254
5.119165	8.348947288	1.711588584	0.950672918	169.7751284	0.126134568
5.12895	8.348748243	1.711675724	0.95048306	169.7517612	0.126096597
5.138735	8.348549885	1.711762864	0.950293202	169.728394	0.126058625
5.14852	8.348352214	1.711850004	0.950103343	169.7050269	0.126020653
5.158305	8.348155228	1.711937144	0.949913485	169.6816597	0.125982682
5.16809	8.347958927	1.712024284	0.949723627	169.6582925	0.12594471
5.177875	8.347763312	1.712111424	0.949533769	169.6349254	0.125906738
5.18766	8.347568381	1.712198564	0.94934391	169.6115582	0.125868767
5.197445	8.347374133	1.712285704	0.949154052	169.588191	0.125830795
5.20723	8.347180569	1.712372844	0.948964194	169.5648239	0.125792823
5.217015	8.346987688	1.712459984	0.948774336	169.5414567	0.125754852
5.2268	8.346795489	1.712547124	0.948584478	169.5180896	0.12571688
5.236585	8.346603972	1.712634264	0.948394619	169.4947224	0.125678908
5.24637	8.346413136	1.712721405	0.948204761	169.4713552	0.125640937
5.256155	8.346222981	1.712808545	0.948014903	169.4479881	0.125602965
5.26594	8.346033506	1.712895685	0.947825045	169.4246209	0.125564993
5.275725	8.34584471	1.712982825	0.947635187	169.4012537	0.125527022
5.28551	8.345656594	1.713069965	0.947445328	169.3778866	0.12548905
5.295295	8.345469157	1.713157105	0.94725547	169.3545194	0.125451078
5.30508	8.345282397	1.713244245	0.947065612	169.3311522	0.125413107
5.314865	8.345096315	1.713331385	0.946875754	169.3077851	0.125375135
5.32465	8.34491091	1.713418525	0.946685896	169.2844179	0.125337163
5.334435	8.344726181	1.713505665	0.946496037	169.2610507	0.125299192
5.34422	8.344542127	1.713592805	0.946306179	169.2376836	0.12526122
5.354005	8.344358748	1.713679945	0.946116321	169.2143164	0.125223248
5.36379	8.344176044	1.713767085	0.945926463	169.1909493	0.125185277
5.373575	8.343994012	1.713854225	0.945736605	169.1675821	0.125147305
5.38336	8.343812654	1.713941365	0.945546746	169.1442149	0.125109333
5.393145	8.343631967	1.714028505	0.945356888	169.1208478	0.125071362
5.40293	8.343451952	1.714115645	0.94516703	169.0974806	0.12503339
5.412715	8.343272608	1.714202785	0.944977172	169.0741134	0.124995418
5.4225	8.343093933	1.714289925	0.944787313	169.0507463	0.124957447
5.432285	8.342915928	1.714377065	0.944597455	169.0273791	0.124919475
5.44207	8.342738591	1.714464206	0.944407597	169.0040119	0.124881503
5.451855	8.342561923	1.714551346	0.944217739	168.9806448	0.124843532
5.46164	8.342385921	1.714638486	0.944027881	168.9572776	0.12480556
5.471425	8.342210586	1.714725626	0.943838022	168.9339104	0.124767588
5.48121	8.342035917	1.714812766	0.943648164	168.9105433	0.124729617
5.490995	8.341861912	1.714899906	0.943458306	168.8871761	0.124691645
5.50078	8.341691911	1.714987046	0.943268448	168.863809	0.124653673
5.510565	8.341561114	1.715074186	0.94307859	168.8404418	0.124615702
5.52035	8.341430981	1.715161326	0.942888731	168.8170746	0.12457773
5.530135	8.341301509	1.715248466	0.942698873	168.7937075	0.124539758
5.53992	8.341172699	1.715335606	0.942509015	168.7703403	0.124501786
5.549705	8.34104455	1.715422746	0.942319157	168.7469731	0.124463815
5.55949	8.340917061	1.715509886	0.942129299	168.723606	0.124425843
5.569275	8.340790231	1.715597026	0.94193944	168.7002388	0.124387871
5.57906	8.340664059	1.715684166	0.941749582	168.6768716	0.1243499
5.588845	8.340538546	1.715771306	0.941559724	168.6535045	0.124311928
5.59863	8.34041369	1.715858446	0.941369866	168.6301373	0.124273956
5.608415	8.34028949	1.715945586	0.941180008	168.6067701	0.124235985
5.6182	8.340165945	1.716032726	0.940990149	168.583403	0.124198013
5.627985	8.340043056	1.716119866	0.940800291	168.5600358	0.124160041
5.63777	8.339920821	1.716207007	0.940610433	168.5366687	0.12412207
5.647555	8.33979924	1.716294147	0.940420575	168.5133015	0.124084098
5.65734	8.339678311	1.716381287	0.940230716	168.4899343	0.124046126
5.667125	8.339558034	1.716468427	0.940040858	168.4665672	0.124008155
5.67691	8.339438409	1.716555567	0.939851	168.4432	0.123970183
5.686695	8.339319434	1.716642707	0.939661142	168.4198328	0.123932211
5.69648	8.33920111	1.716729847	0.939471284	168.3964657	0.12389424
5.706265	8.339083434	1.716816987	0.939281425	168.3730985	0.123856268
5.71605	8.338966407	1.716904127	0.939091567	168.3497313	0.123818296
5.725835	8.338850028	1.716991267	0.938901709	168.3263642	0.123780325
5.73562	8.338734295	1.717078407	0.938711851	168.302997	0.123742353
5.745405	8.338619209	1.717165547	0.938521993	168.2796299	0.123704381
5.75519	8.338504768	1.717252687	0.938332134	168.2562627	0.12366641
5.764975	8.338390972	1.717339827	0.938142276	168.2328955	0.123628438
5.77476	8.33827782	1.717426967	0.937952418	168.2095284	0.123590466
5.784545	8.338165312	1.717514107	0.93776256	168.1861612	0.123552495
5.79433	8.338053445	1.717601247	0.937572702	168.162794	0.123514523
5.804115	8.337942221	1.717688387	0.937382843	168.1394269	0.123476551
5.8139	8.337831638	1.717775527	0.937192985	168.1160597	0.12343858
5.823685	8.337721695	1.717862667	0.937003127	168.0926925	0.123400608
5.83347	8.337612391	1.717949808	0.936813269	168.0693254	0.123362636
5.843255	8.337503726	1.718036948	0.93662341	168.0459582	0.123324665
5.85304	8.337395699	1.718124088	0.936433552	168.022591	0.123286693
5.862825	8.33728831	1.718211228	0.936243694	167.9992239	0.123248721
5.87261	8.337181557	1.718298368	0.936053836	167.9758567	0.12321075
5.882395	8.337075439	1.718385508	0.935863978	167.9524896	0.123172778
5.89218	8.336969957	1.718472648	0.935674119	167.9291224	0.123134806
5.901965	8.336865108	1.718559788	0.935484261	167.9057552	0.123096835
5.91175	8.336760893	1.718646928	0.935294403	167.8823881	0.123058863
5.921535	8.336657311	1.718734068	0.935104545	167.8590209	0.123020891
5.93132	8.33655436	1.718821208	0.934914687	167.8356537	0.12298292
5.941105	8.33645204	1.718908348	0.934724828	167.8122866	0.122944948
5.95089	8.33635035	1.718995488	0.93453497	167.7889194	0.122906976
5.960675	8.33624929	1.719082628	0.934345112	167.7655522	0.122869005
5.97046	8.336148858	1.719169768	0.934155254	167.7421851	0.122831033
5.980245	8.336049054	1.719256908	0.933965396	167.7188179	0.122793061
5.99003	8.335949877	1.719344048	0.933775537	167.6954507	0.12275509
5.999815	8.335851326	1.719431188	0.933585679	167.6720836	0.122717118
6.0096	8.335789305	1.719518328	0.933395821	167.6487164	0.122679146
6.019385	8.3357286	1.719605468	0.933205963	167.6253493	0.122641175
6.02917	8.335668519	1.719692609	0.933016105	167.6019821	0.122603203
6.038955	8.33560906	1.719779749	0.932826246	167.5786149	0.122565231
6.04874	8.335550224	1.719866889	0.932636388	167.5552478	0.12252726
6.058525	8.33549201	1.719954029	0.93244653	167.5318806	0.122489288
6.06831	8.335434416	1.720041169	0.932256672	167.5085134	0.122451316
6.078095	8.335377441	1.720128309	0.932066813	167.4851463	0.122413345
6.08788	8.335321086	1.720215449	0.931876955	167.4617791	0.122375373
6.097665	8.335265349	1.720302589	0.931687097	167.4384119	0.122337401
6.10745	8.335210229	1.720389729	0.931497239	167.4150448	0.12229943
6.117235	8.335155726	1.720476869	0.931307381	167.3916776	0.122261458
6.12702	8.335101838	1.720564009	0.931117522	167.3683104	0.122223486
6.136805	8.335048566	1.720651149	0.930927664	167.3449433	0.122185515
6.14659	8.334995907	1.720738289	0.930737806	167.3215761	0.122147543
6.156375	8.334943862	1.720825429	0.930547948	167.298209	0.122109571
6.16616	8.33489243	1.720912569	0.93035809	167.2748418	0.1220716
6.175945	8.334841609	1.720999709	0.930168231	167.2514746	0.122033628
6.18573	8.3347914	1.721086849	0.929978373	167.2281075	0.121995656
6.195515	8.3347418	1.721173989	0.929788515	167.2047403	0.121957685
6.2053	8.33469281	1.721261129	0.929598657	167.1813731	0.121919713
6.215085	8.334644428	1.721348269	0.929408799	167.158006	0.121881741
6.22487	8.334596654	1.72143541	0.92921894	167.1346388	0.12184377
6.234655	8.334549487	1.72152255	0.929029082	167.1112716	0.121805798
6.24444	8.334502926	1.72160969	0.928839224	167.0879045	0.121767826
6.254225	8.334456969	1.72169683	0.928649366	167.0645373	0.121729855
6.26401	8.334411618	1.72178397	0.928459508	167.0411701	0.121691883
6.273795	8.334366869	1.72187111	0.928269649	167.017803	0.121653911
6.28358	8.334322724	1.72195825	0.928079791	166.9944358	0.12161594
6.293365	8.33427918	1.72204539	0.927889933	166.9710687	0.121577968
6.30315	8.334236237	1.72213253	0.927700075	166.9477015	0.121539996
6.312935	8.334193894	1.72221967	0.927510216	166.9243343	0.121502024
6.32272	8.334152151	1.72230681	0.927320358	166.9009672	0.121464053
6.332505	8.334111005	1.72239395	0.9271305	166.8776	0.121426081
6.34229	8.334070458	1.72248109	0.926940642	166.8542328	0.121388109
6.352075	8.334030507	1.72256823	0.926750784	166.8308657	0.121350138
6.36186	8.333991152	1.72265537	0.926560925	166.8074985	0.121312166
6.371645	8.333952391	1.72274251	0.926371067	166.7841313	0.121274194
6.38143	8.333914225	1.72282965	0.926181209	166.7607642	0.121236223
6.391215	8.333876653	1.72291679	0.925991351	166.737397	0.121198251
6.401	8.333839672	1.72300393	0.925801493	166.7140299	0.121160279
6.410785	8.333803283	1.72309107	0.925611634	166.6906627	0.121122308
6.42057	8.333767485	1.72317821	0.925421776	166.6672955	0.121084336
6.430355	8.333732276	1.723265351	0.925231918	166.6439284	0.121046364
6.44014	8.333697657	1.723352491	0.92504206	166.6205612	0.121008393
6.449925	8.333663625	1.723439631	0.924852202	166.597194	0.120970421
6.45971	8.333630181	1.723526771	0.924662343	166.5738269	0.120932449
6.469495	8.333597323	1.723613911	0.924472485	166.5504597	0.120894478
6.47928	8.33356505	1.723701051	0.924282627	166.5270925	0.120856506
6.489065	8.333533362	1.723788191	0.924092769	166.5037254	0.120818534
6.49885	8.333502258	1.723875331	0.92390291	166.4803582	0.120780563
6.508635	8.333500405	1.723962471	0.923713052	166.456991	0.120742591
6.51842	8.333502952	1.724049611	0.923523194	166.4336239	0.120704619
6.528205	8.333506079	1.724136751	0.923333336	166.4102567	0.120666648
6.53799	8.333509787	1.724223891	0.923143478	166.3868896	0.120628676
6.547775	8.333514075	1.724311031	0.922953619	166.3635224	0.120590704
6.55756	8.333518941	1.724398171	0.922763761	166.3401552	0.120552733
6.567345	8.333524384	1.724485311	0.922573903	166.3167881	0.120514761
6.57713	8.333530404	1.724572451	0.922384045	166.2934209	0.120476789
6.586915	8.333537	1.724659591	0.922194187	166.2700537	0.120438818
6.5967	8.333544171	1.724746731	0.922004328	166.2466866	0.120400846
6.606485	8.333551916	1.724833871	0.92181447	166.2233194	0.120362874
6.61627	8.333560234	1.724921011	0.921624612	166.1999522	0.120324903
6.626055	8.333569125	1.725008152	0.921434754	166.1765851	0.120286931
6.63584	8.333578587	1.725095292	0.921244896	166.1532179	0.120248959
6.645625	8.333588619	1.725182432	0.921055037	166.1298507	0.120210988
6.65541	8.333599221	1.725269572	0.920865179	166.1064836	0.120173016
6.665195	8.333610392	1.725356712	0.920675321	166.0831164	0.120135044
6.67498	8.333622131	1.725443852	0.920485463	166.0597493	0.120097073
6.684765	8.333634436	1.725530992	0.920295605	166.0363821	0.120059101
6.69455	8.333647308	1.725618132	0.920105746	166.0130149	0.120021129
6.704335	8.333660744	1.725705272	0.919915888	165.9896478	0.119983158
6.71412	8.333674745	1.725792412	0.91972603	165.9662806	0.119945186
6.723905	8.333689309	1.725879552	0.919536172	165.9429134	0.119907214
6.73369	8.333704436	1.725966692	0.919346313	165.9195463	0.119869243
6.743475	8.333720124	1.726053832	0.919156455	165.8961791	0.119831271
6.75326	8.333736372	1.726140972	0.918966597	165.8728119	0.119793299
6.763045	8.33375318	1.726228112	0.918776739	165.8494448	0.119755328
6.77283	8.333770547	1.726315252	0.918586881	165.8260776	0.119717356
6.782615	8.333788471	1.726402392	0.918397022	165.8027104	0.119679384
6.7924	8.333806953	1.726489532	0.918207164	165.7793433	0.119641413
6.802185	8.33382599	1.726576672	0.918017306	165.7559761	0.119603441
6.81197	8.333845582	1.726663812	0.917827448	165.732609	0.119565469
6.821755	8.333865728	1.726750953	0.91763759	165.7092418	0.119527498
6.83154	8.333886428	1.726838093	0.917447731	165.6858746	0.119489526
6.841325	8.33390768	1.726925233	0.917257873	165.6625075	0.119451554
6.85111	8.333929483	1.727012373	0.917068015	165.6391403	0.119413583
6.860895	8.333951836	1.727099513	0.916878157	165.6157731	0.119375611
6.87068	8.333974739	1.727186653	0.916688299	165.592406	0.119337639
6.880465	8.333998191	1.727273793	0.91649844	165.5690388	0.119299668
6.89025	8.33402219	1.727360933	0.916308582	165.5456716	0.119261696
6.900035	8.334046735	1.727448073	0.916118724	165.5223045	0.119223724
6.90982	8.334071827	1.727535213	0.915928866	165.4989373	0.119185753
6.919605	8.334097463	1.727622353	0.915739008	165.4755701	0.119147781
6.92939	8.334123644	1.727709493	0.915549149	165.452203	0.119109809
6.939175	8.334150367	1.727796633	0.915359291	165.4288358	0.119071838
6.94896	8.334177633	1.727883773	0.915169433	165.4054687	0.119033866
6.958745	8.334205439	1.727970913	0.914979575	165.3821015	0.118995894
6.96853	8.334233786	1.728058053	0.914789716	165.3587343	0.118957923
6.978315	8.334262672	1.728145193	0.914599858	165.3353672	0.118919951
6.9881	8.334292096	1.728232333	0.91441	165.312	0.118881979
6.997885	8.334322057	1.728319473	0.914220142	165.2886328	0.118844008
7.00767	8.334374951	1.728406613	0.914030284	165.2652657	0.118806036
7.017455	8.334434557	1.728493754	0.913840425	165.2418985	0.118768064
7.02724	8.334494697	1.728580894	0.913650567	165.2185313	0.118730093
7.037025	8.33455537	1.728668034	0.913460709	165.1951642	0.118692121
7.04681	8.334616576	1.728755174	0.913270851	165.171797	0.118654149
7.056595	8.334678313	1.728842314	0.913080993	165.1484299	0.118616177
7.06638	8.334740581	1.728929454	0.912891134	165.1250627	0.118578206
7.076165	8.334803379	1.729016594	0.912701276	165.1016955	0.118540234
7.08595	8.334866706	1.729103734	0.912511418	165.0783284	0.118502262
7.095735	8.33493056	1.729190874	0.91232156	165.0549612	0.118464291
7.10552	8.334994941	1.729278014	0.912131702	165.031594	0.118426319
7.115305	8.335059848	1.729365154	0.911941843	165.0082269	0.118388347
7.12509	8.33512528	1.729452294	0.911751985	164.9848597	0.118350376
7.134875	8.335191236	1.729539434	0.911562127	164.9614925	0.118312404
7.14466	8.335257715	1.729626574	0.911372269	164.9381254	0.118274432
7.154445	8.335324715	1.729713714	0.91118241	164.9147582	0.118236461
7.16423	8.335392237	1.729800854	0.910992552	164.891391	0.118198489
7.174015	8.335460279	1.729887994	0.910802694	164.8680239	0.118160517
7.1838	8.33552884	1.729975134	0.910612836	164.8446567	0.118122546
7.193585	8.335597919	1.730062274	0.910422978	164.8212896	0.118084574
7.20337	8.335667515	1.730149414	0.910233119	164.7979224	0.118046602
7.213155	8.335737627	1.730236555	0.910043261	164.7745552	0.118008631
7.22294	8.335808255	1.730323695	0.909853403	164.7511881	0.117970659
7.232725	8.335879398	1.730410835	0.909663545	164.7278209	0.117932687
7.24251	8.335951055	1.730497975	0.909473687	164.7044537	0.117894716
7.252295	8.336023225	1.730585115	0.909283828	164.6810866	0.117856744
7.26208	8.336095908	1.730672255	0.90909397	164.6577194	0.117818772
7.271865	8.336169103	1.730759395	0.908904112	164.6343522	0.117780801
7.28165	8.336242809	1.730846535	0.908714254	164.6109851	0.117742829
7.291435	8.336317026	1.730933675	0.908524396	164.5876179	0.117704857
7.30122	8.336391752	1.731020815	0.908334537	164.5642507	0.117666886
7.311005	8.336466987	1.731107955	0.908144679	164.5408836	0.117628914
7.32079	8.336542731	1.731195095	0.907954821	164.5175164	0.117590942
7.330575	8.336618982	1.731282235	0.907764963	164.4941493	0.117552971
7.34036	8.33669574	1.731369375	0.907575105	164.4707821	0.117514999
7.350145	8.336773004	1.731456515	0.907385246	164.4474149	0.117477027
7.35993	8.336850773	1.731543655	0.907195388	164.4240478	0.117439056
7.369715	8.336929047	1.731630795	0.90700553	164.4006806	0.117401084
7.3795	8.337007825	1.731717935	0.906815672	164.3773134	0.117363112
7.389285	8.337087106	1.731805075	0.906625813	164.3539463	0.117325141
7.39907	8.337166889	1.731892215	0.906435955	164.3305791	0.117287169
7.408855	8.337247174	1.731979356	0.906246097	164.3072119	0.117249197
