Time(s)	Thrust(kN)	x-CoM(m)	Ixx	Izz	Total_Mass (Mg)
343	0	1.845	0.66	134	0.06799994
344.5	0	1.845	0.66	134	0.06799994
346	0	1.845	0.66	134	0.06799994
347.5	0	1.845	0.66	134	0.06799994
349	0	1.845	0.66	134	0.06799994
350.5	0	1.845	0.66	134	0.06799994
352	0	1.845	0.66	134	0.06799994
353.5	0	1.845	0.66	134	0.06799994
355	0	1.845	0.66	134	0.06799994
356.5	0	1.845	0.66	134	0.06799994
358	0	1.845	0.66	134	0.06799994
359.5	0	1.845	0.66	134	0.06799994
361	0	1.845	0.66	134	0.06799994
362.5	0	1.845	0.66	134	0.06799994
364	0	1.845	0.66	134	0.06799994
365.5	0	1.845	0.66	134	0.06799994
367	0	1.845	0.66	134	0.06799994
368.5	0	1.845	0.66	134	0.06799994
370	0	1.845	0.66	134	0.06799994
371.5	0	1.845	0.66	134	0.06799994
373	0	1.845	0.66	134	0.06799994
374.5	0	1.845	0.66	134	0.06799994
376	0	1.845	0.66	134	0.06799994
377.5	0	1.845	0.66	134	0.06799994
379	0	1.845	0.66	134	0.06799994
380.5	0	1.845	0.66	134	0.06799994
382	0	1.845	0.66	134	0.06799994
383.5	0	1.845	0.66	134	0.06799994
385	0	1.845	0.66	134	0.06799994
386.5	0	1.845	0.66	134	0.06799994
388	0	1.845	0.66	134	0.06799994
389.5	0	1.845	0.66	134	0.06799994
391	0	1.845	0.66	134	0.06799994
392.5	0	1.845	0.66	134	0.06799994
394	0	1.845	0.66	134	0.06799994
395.5	0	1.845	0.66	134	0.06799994
397	0	1.845	0.66	134	0.06799994
398.5	0	1.845	0.66	134	0.06799994
400	0	1.845	0.66	134	0.06799994
401.5	0	1.845	0.66	134	0.06799994
403	0	1.845	0.66	134	0.06799994
404.5	0	1.845	0.66	134	0.06799994
406	0	1.845	0.66	134	0.06799994
407.5	0	1.845	0.66	134	0.06799994
408.2072815	0	1.845	0.66	134	0.06799994
408.2072815	0	1.845	0.66	134	0.06799994
409.2072815	0	1.845	0.66	134	0.06799994
410.2072815	0	1.845	0.66	134	0.06799994
411.2072815	0	1.845	0.66	134	0.06799994
412.2072815	0	1.845	0.66	134	0.06799994
413.2072815	0	1.845	0.66	134	0.06799994
414.2072815	0	1.845	0.66	134	0.06799994
415.2072815	0	1.845	0.66	134	0.06799994
416.2072815	0	1.845	0.66	134	0.06799994
417.2072815	0	1.845	0.66	134	0.06799994
418.2072815	0	1.845	0.66	134	0.06799994
419.2072815	0	1.845	0.66	134	0.06799994
420.2072815	0	1.845	0.66	134	0.06799994
421.2072815	0	1.845	0.66	134	0.06799994
422.2072815	0	1.845	0.66	134	0.06799994
423.2072815	0	1.845	0.66	134	0.06799994
424.2072815	0	1.845	0.66	134	0.06799994
425.2072815	0	1.845	0.66	134	0.06799994
426.2072815	0	1.845	0.66	134	0.06799994
427.2072815	0	1.845	0.66	134	0.06799994
428.2072815	0	1.845	0.66	134	0.06799994
429.2072815	0	1.845	0.66	134	0.06799994
430.2072815	0	1.845	0.66	134	0.06799994
431.2072815	0	1.845	0.66	134	0.06799994
432.2072815	0	1.845	0.66	134	0.06799994
433.2072815	0	1.845	0.66	134	0.06799994
434.2072815	0	1.845	0.66	134	0.06799994
435.2072815	0	1.845	0.66	134	0.06799994
436.2072815	0	1.845	0.66	134	0.06799994
437.2072815	0	1.845	0.66	134	0.06799994
438.2072815	0	1.845	0.66	134	0.06799994
439.2072815	0	1.845	0.66	134	0.06799994
440.2072815	0	1.845	0.66	134	0.06799994
441.2072815	0	1.845	0.66	134	0.06799994
442.2072815	0	1.845	0.66	134	0.06799994
443.2072815	0	1.845	0.66	134	0.06799994
444.2072815	0	1.845	0.66	134	0.06799994
445.2072815	0	1.845	0.66	134	0.06799994
446.2072815	0	1.845	0.66	134	0.06799994
447.2072815	0	1.845	0.66	134	0.06799994
448.2072815	0	1.845	0.66	134	0.06799994
449.2072815	0	1.845	0.66	134	0.06799994
450.2072815	0	1.845	0.66	134	0.06799994
451.2072815	0	1.845	0.66	134	0.06799994
452.2072815	0	1.845	0.66	134	0.06799994
453.2072815	0	1.845	0.66	134	0.06799994
454.2072815	0	1.845	0.66	134	0.06799994
455.2072815	0	1.845	0.66	134	0.06799994
456.2072815	0	1.845	0.66	134	0.06799994
457.2072815	0	1.845	0.66	134	0.06799994
458.2072815	0	1.845	0.66	134	0.06799994
459.2072815	0	1.845	0.66	134	0.06799994
460.2072815	0	1.845	0.66	134	0.06799994
461.2072815	0	1.845	0.66	134	0.06799994
462.2072815	0	1.845	0.66	134	0.06799994
463.2072815	0	1.845	0.66	134	0.06799994
464.2072815	0	1.845	0.66	134	0.06799994
465.2072815	0	1.845	0.66	134	0.06799994
466.2072815	0	1.845	0.66	134	0.06799994
467.2072815	0	1.845	0.66	134	0.06799994
468.2072815	0	1.845	0.66	134	0.06799994
469.2072815	0	1.845	0.66	134	0.06799994
470.2072815	0	1.845	0.66	134	0.06799994
471.2072815	0	1.845	0.66	134	0.06799994
472.2072815	0	1.845	0.66	134	0.06799994
473.2072815	0	1.845	0.66	134	0.06799994
474.2072815	0	1.845	0.66	134	0.06799994
475.2072815	0	1.845	0.66	134	0.06799994
476.2072815	0	1.845	0.66	134	0.06799994
477.2072815	0	1.845	0.66	134	0.06799994
478.2072815	0	1.845	0.66	134	0.06799994
479.2072815	0	1.845	0.66	134	0.06799994
480.2072815	0	1.845	0.66	134	0.06799994
481.2072815	0	1.845	0.66	134	0.06799994
482.2072815	0	1.845	0.66	134	0.06799994
483.2072815	0	1.845	0.66	134	0.06799994
484.2072815	0	1.845	0.66	134	0.06799994
485.2072815	0	1.845	0.66	134	0.06799994
486.2072815	0	1.845	0.66	134	0.06799994
487.2072815	0	1.845	0.66	134	0.06799994
488.2072815	0	1.845	0.66	134	0.06799994
489.2072815	0	1.845	0.66	134	0.06799994
490.2072815	0	1.845	0.66	134	0.06799994
491.2072815	0	1.845	0.66	134	0.06799994
492.2072815	0	1.845	0.66	134	0.06799994
493.2072815	0	1.845	0.66	134	0.06799994
494.2072815	0	1.845	0.66	134	0.06799994
495.2072815	0	1.845	0.66	134	0.06799994
496.2072815	0	1.845	0.66	134	0.06799994
497.2072815	0	1.845	0.66	134	0.06799994
498.2072815	0	1.845	0.66	134	0.06799994
498.3912243	0	1.845	0.66	134	0.06799994
